"","state","name","id","year","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","ncesID","students","county_name","city"
"1669","MN","Independent School District No. 706","34896",2020,171431224,154614533,4376401,0,0,0,12440290,0,0,806172,0,850747,6251709,825523,21081680,-3213142,32222801,0,0,0,29009659,"2700466","2501.00000",NA,NA
"1670","MN","Independent School District No. 413","34856",2020,75625917,49955343,3251670,381501,0,0,20297228,0,1124313,0,0,2012871,14439964,967858,25283653,-560133,43264479,0,0,0,42704346,"2718940","2640","Lyon County","MARSHALL"
"1671","MN","Independent School District No. 707","34899",2020,1495138,143000,372191,56940,0,0,799109,0,69033,0,0,102456,341065,0,2083246,-145296,2672063,0,0,0,2526767,"2733720","48","St. Louis County","NETT LAKE"
"1672","MN","Independent School District No. 833","34919",2020,573082525,335610332,33530731,8204415,0,0,159013648,0,16639253,0,1678146,15094291,59338676,0,228720936,-1502186,304656089,0,312370,0,303153903,"2733810","19298","Washington County","COTTAGE GROVE"
"1673","MN","Independent School District No. 278","47480",2020,103002433,66879555,4686093,3394242,0,0,24190759,0,2516195,0,0,4190098,5893622,1112400,39817693,393385,50620428,0,11633,0,51013813,"2725080","2887","Hennepin County","LONG LAKE"
"1674","MN","Independent School District No. 535","34873",2020,509647762,276457403,37936542,1950554,0,0,143725165,0,9402443,0,15045655,11045125,80153408,2917201,181066379,-19801741,294983854,0,0,0,275182113,"2731800","17617.00000","Olmsted County","ROCHESTER"
"1675","MN","Independent School District No. 15","41933",2020,148456491,92081733,15783190,1748530,0,0,33205276,0,3118242,0,170356,3159980,12345784,0,49827001,5941336,59391429,0,0,0,65332765,"2733540","4435","Anoka County","SAINT FRANCIS"
"1676","MN","Independent School District No. 280","34844",2020,214200577,146095889,14997650,1128698,0,0,41099823,0,8342058,0,481868,1492769,13785794,0,68780592,6718124,77341031,0,101100,0,84059155,"2731750","4291","Hennepin County","RICHFIELD"
"1677","MN","Independent School District No. 381","34855",2020,27407591,13073563,2375410,402181,0,0,11332139,0,0,1873427,144130,733540,2888419,116550,19125677,1412043,21452143,0,0,0,22864186,"2740740","1389","Lake County","TWO HARBORS"
"1678","MN","Independent School District No. 94","34814",2020,91644850,61620312,5746195,1095403,0,0,21257794,0,1483577,0,441569,2464640,12354363,568633,28013043,203388,43197291,0,0,0,43400679,"2709420","2646.00000","Carlton County","CLOQUET"
"1679","MN","Independent School District No. 206","34832",2020,201500554,149843994,8778444,519931,0,0,32336898,0,8906801,0,147480,4133917,695959,0,60230348,-1425854,66486078,0,0,0,65060224,"2703060","4236","Douglas County","ALEXANDRIA"
"1680","MN","Independent School District No. 777","163401",2020,41872180,29106250,5196900,0,92500,0,6857437,0,524677,0,26469,1424378,2454819,209134,11204945,1697674,13595602,0,0,0,15293276,"2704470","848","Swift County","BENSON"
"1681","MN","Independent School District No. 717","47471",2020,76356967,56017872,2895995,38436,55022,0,13604699,0,2401523,0,100305,1896094,4348916,328559,21407051,-811063,28791683,0,0,0,27980620,"2715750","1907","Scott County","JORDAN"
"1682","MN","Independent School District No. 281","34845",2020,333739676,184766310,21548644,3043677,0,0,112271516,0,0,6812594,1598751,8019047,33198955,0,178159783,-4921787,224299572,0,24193,0,219377785,"2731780","12388","Hennepin County","NEW HOPE"
"1683","MN","Intermediate District No. 287","65135",2020,137741825,8096874,11511208,0,0,0,48960560,0,4870720,0,1203009,21104022,67325134,0,8982484,4771606,92640034,0,153598,0,97411640,"2700025","1100","Hennepin County","PLYMOUTH"
"1684","MN","Independent School District No. 877","41736",2020,107396143,58936747,4829031,609795,0,0,41280634,0,0,1261533,365677,4555837,15796721,2453266,60238456,1084229,81960051,0,0,0,83044280,"2707200","5832","Wright County","BUFFALO"
"1685","MN","Independent School District No. 51","34810",2020,35201733,12409826,1250215,2654974,0,0,13374667,0,4907607,0,604444,1293093,5659699,853522,19239798,-187295,27233407,0,0,0,27046112,"2712240","1960.00000","Benton County","FOLEY"
"1686","MN","Independent School District No. 508","34870",2020,81078281,56398586,4260750,33478,0,1048060,15113195,0,4059056,0,30552,1795378,5546099,5000,27227534,-1335530,35909541,0,0,0,34574011,"2733870","2260","Nicollet County","SAINT PETER"
"1687","MN","Independent School District No. 316","34850",2020,45060810,25596537,4682083,0,0,0,7768077,0,3204113,0,0,432554,4375485,0,14654715,1796191,17666563,0,0,0,19462754,"2709480","1086","Itasca County","COLERAINE"
"1688","MN","Independent School District No. 656","93966",2020,53427699,9766795,5559213,3392178,0,0,30544093,0,2817895,0,1347525,2264607,22761151,581671,33839903,-1237085,60684417,0,0,0,59447332,"2711760","3506","Rice County","FARIBAULT"
"1689","MN","Midwest Special Education Cooperative","34910",2020,1854021,0,68528,0,0,0,1463628,0,237251,0,5951,1190517,1165436,0,33421,-434836,2824210,0,0,0,2389374,"2700041","19","Stevens County","MORRIS"
"1690","MN","New Prague Independent School District No. 721","48499",2020,128765136,88009527,6562818,673683,0,0,31024778,0,2037335,0,292618,5028056,8962961,1152083,44892861,-1117263,61153224,0,0,0,60035961,"2723430","4316","Scott County","NEW PRAGUE"
"1691","MO","Cassville R-4 School District","35170",2020,10584662,10120000,0,464662,0,0,0,0,0,0,0,677785,2253675,296892,20507550,2141198,21594704,0,0,0,23735902,"2908170","1903","Barry County","CASSVILLE"
"1692","MO","Dexter R-11 School District","35333",2020,0,21150000,0,3946455,0,0,15382708,0,0,0,0,656042,3046694,108402,34068302,-2015573,39895013,0,0,0,37879440,"2910770","2088","Stoddard County","DEXTER"
"1693","MO","Carthage R-9 School District","35241",2020,0,44234000,0,13458896,0,0,0,0,0,0,0,2532317,8440487,1789901,48514478,-1457066,62734249,0,0,0,61277183,"2907460","5152","Jasper County","CARTHAGE"
"1694","MO","Farmington R-7 School District","35308",2020,49509,54285000,49509,785000,0,0,29930750,0,0,0,0,1129099,4426168,138818,58846984,265170,64275899,0,0,0,64541069,"2911910","4072","St. Francois County","FARMINGTON"
"1695","MO","Excelsior Springs 40 School District","35195",2020,17574096,15205000,0,2369096,0,0,0,0,0,0,0,1531059,4133923,1248,28847080,2671530,31841780,0,0,0,34513310,"2911650","2655","Clay County","EXCELSIOR SPRINGS"
"1696","MO","Caruthersville School District No. 18","35281",2020,0,1675000,0,1727323,218750,0,0,0,0,0,8990,186768,1716539,0,8952493,182911,10672889,0,0,0,10855800,"2907470","1048","Pemiscot County","CARUTHERSVILLE"
"1697","MO","Clinton School District No. 124","35224",2020,0,19745000,0,348523,0,0,14111707,0,0,0,320500,1322282,3368239,123228,17384718,1552808,20645659,0,0,0,22198467,"2909860","1733","Henry County","CLINTON"
"1698","MO","Centralia R-6 School District","47181",2020,0,6690000,0,1325000,135782,0,0,0,0,0,0,703430,1284054,437872,12349548,664848,14110056,0,0,0,14774904,"2908400","1381","Boone County","CENTRALIA"
"1699","MO","De Soto School District No. 73","35244",2020,0,22013582,0,168809,303927,0,22996654,0,0,0,0,1756561,15375231,0,17622769,-8383343,43137904,0,0,0,34754561,"2910500","2770","Jefferson County","DESOTO"
"1700","MO","Center School District No. 58","35233",2020,55525,61029973,55525,383847,0,0,0,0,0,0,0,300351,7177400,0,95569456,36286012,66761195,0,0,0,103047207,"2908250","2644","Jackson County","KANSAS CITY"
"1701","MO","Fort Osage R-1 School District","35232",2020,0,43870000,0,7885000,445927,0,0,0,0,0,0,3254228,8407731,0,49874268,751154,60785073,0,0,0,61536227,"2912290","5042","Jackson County","INDEPENDENCE"
"1702","MO","Central R-3 School District","35309",2020,26927874,8854126,0,32654,0,0,18020744,0,0,0,0,159668,13973135,0,8524716,-316573,22974092,0,0,0,22657519,"2929170","2172","St. Francois County","PARK HILLS"
"1703","MO","Clearwater R-1 School District","45476",2020,3410000,3410000,0,0,0,0,0,0,0,0,0,235393,1989624,0,8679464,188631,10715850,0,0,0,10904481,"2909750","955","Wayne County","PIEDMONT"
"1704","MO","Charleston R-1 School District","35270",2020,0,13627749,0,21626,0,0,6974361,0,0,0,0,181434,2601704,24468,6793656,-88718,9689980,0,0,0,9601262,"2908670","880","Mississippi County","CHARLESTON"
"1705","MO","Consolidated School District No. 4 of Jackson County","35234",2020,32573427,31657868,0,915559,0,0,0,0,0,0,0,1139165,7748368,0,54139653,4363038,58664148,0,0,0,63027186,"2913140","3734.00000","Jackson County","GRANDVIEW"
"1706","MO","Ferguson Reorganized School District R-2","42084",2020,0,41385000,0,1866635,0,0,0,0,0,0,0,1698241,23635558,0,116558330,-3703271,145595400,0,0,0,141892129,"2912010","10069","St. Louis County","Hazelwood"
"1707","MO","Fair Grove R-10 School District","65552",2020,0,6810000,0,1780000,0,41543,7584816,0,0,0,0,495267,989413,0,11966181,372161,13078700,0,0,0,13450861,"2911700","1207","Greene County","FAIR GROVE"
"1708","MO","Fordland R-3 School District","46233",2020,0,3525000,0,197814,0,0,4085007,0,0,0,0,226075,924636,0,4911440,82934,5979217,0,0,0,6062151,"2912180","557","Webster County","FORDLAND"
"1709","MO","Festus R-6 School District","62313",2020,303046,0,303046,52878,0,0,24686925,0,0,0,0,670451,15859040,0,17008632,-719714,34257837,0,0,0,33538123,"2912030","3093","Jefferson County","FESTUS"
"1710","MO","Doniphan R-1 School District","35301",2020,0,0,0,1270407,0,0,0,0,0,0,0,450964,4622533,0,11771138,1360622,15484013,0,0,0,16844635,"2910920","1642","Ripley County","Doniphan"
"1711","MO","Fox C-6 School District","54754",2020,0,25369963,0,17966192,61085,0,105447504,0,0,0,0,7264675,12202526,0,109802048,92077,129177173,0,0,0,129269250,"2912300","11326","Jefferson County","ARNOLD"
"1712","MO","Columbia Public School District","35176",2020,630467835,339032000,34075248,2338977,0,0,186692363,0,36971940,0,4605297,3450259,27797098,716984,249362676,-1008417,282335434,0,0,0,281327017,"2901000","18892","Boone County","COLUMBIA"
"1713","MO","Diamond R-4 School District","47386",2020,0,4500000,0,328811,8209,0,0,0,0,0,0,190290,932878,3579,7088489,-1543842,9759078,0,0,0,8215236,"2910800","705","Newton County","DIAMOND"
"1714","MO","East Prairie R-2 School District","35271",2020,0,11770000,0,223735,161706,0,7869159,0,0,0,0,335502,1220319,73254,9235451,-3986123,14850649,0,0,0,10864526,"2911220","1063","Mississippi County","EAST PRAIRIE"
"1715","MO","Eldon R-I School District","81437",2020,0,10132354,0,0,0,0,0,0,0,0,0,580203,4717318,239840,20098058,-321118,25956536,0,0,0,25635419,"2911340","1911","Miller County","ELDON"
"1716","MO","Dixon R-1 School District","35295",2020,0,2800000,0,0,0,0,0,0,0,0,0,198147,1647819,290497,7343843,-1750136,11230442,0,0,0,9480306,"2910830","894","Pulaski County","DIXON"
"1717","MO","Richmond R-14 School District","35300",2020,181225,0,181225,4290000,24319,0,0,0,0,0,0,473591,1981769,0,13412682,-156615,16024657,0,0,0,15868042,"2926480","1483","Ray County","RICHMOND"
"1718","MO","Reeds Spring R-4 School District","35336",2020,0,26047644,0,345527,0,0,0,0,0,0,0,1142456,3166252,47107,22985097,-15856957,43197869,0,0,0,27340912,"2926160","1818","Stone County","REEDS SPRING"
"1719","MO","North Callaway R-1 School District","81503",2020,0,8185000,0,12591,0,0,0,0,0,0,0,646694,1556129,118518,11206475,-4491322,18019138,0,0,0,13527816,"2922740","1067","Callaway County","KINGDOM CITY"
"1720","MO","Riverview Gardens School District","35320",2020,5164414,23490000,5164414,129231,0,0,0,0,0,0,0,793881,21474692,0,46940436,-3649068,72858077,0,0,0,69209009,"2926670","5648","St. Louis County","ST LOUIS"
"1721","MO","Northwest R-1 School District","40943",2020,0,36220000,0,104962,0,0,0,0,0,0,0,1602334,32800233,31480,46394141,-6697404,87525592,0,982297,0,80828188,"2922890","6216","Jefferson County","House Springs"
"1722","MO","Platte County R-3 School District","35292",2020,0,64545000,0,451399,0,49415,0,0,0,0,0,3185554,3772025,145304,53311574,5350760,55063697,0,0,0,60414457,"2925230","4338","Platte County","PLATTE CITY"
"1723","MO","Ozark R-6 School District","35193",2020,0,53290000,0,7440000,0,0,0,0,0,0,386769,2772895,5949199,30844,54767219,231423,63288734,0,0,0,63520157,"2923430","5913","Christian County","OZARK"
"1724","MO","Mountain Grove R-3 School District","35352",2020,0,0,0,4935011,0,0,0,0,0,0,319909,901781,3364819,21891,10434727,357257,14365961,0,0,0,14723218,"2921510","1544","Wright County","MOUNTAIN GROVE"
"1725","MO","Portageville School District","35276",2020,0,2378996,0,0,0,0,0,0,0,0,21560,192390,1410780,17403,6026671,293501,7353743,0,0,0,7647244,"2900003","727","New Madrid County","PORTAGEVILLE"
"1726","MO","Oak Grove R-6 School District","35237",2020,0,3860000,0,0,0,0,0,0,0,0,0,694030,1752319,0,18905304,424419,20927234,0,0,0,21351653,"2923010","2022","Jackson County","OAK GROVE"
"1727","MO","Mountain View-Birch Tree R-3 School District","43209",2020,3355000,0,0,3355000,0,0,0,0,0,0,0,302915,2441137,0,10144869,1474628,11414293,0,0,0,12888921,"2921540","1217","Shannon County","MOUNTAIN VIEW"
"1728","MO","Rolla School District No. 31","35287",2020,65888904,14406000,829298,0,0,0,36603942,0,14049664,0,0,8578102,7078768,104308,36269880,-2161812,54192870,0,0,0,52031058,"2926890","4189","Phelps County","ROLLA"
"1729","MO","Pattonville R-3 School District","35318",2020,856792,63785000,856792,1174777,0,0,0,0,0,0,0,1347965,6855437,0,100331624,-28830789,137365815,11151993,0,0,108535026,"2923700","6213","St. Louis County","ST ANN"
"1730","MO","School District of University City","35323",2020,3051316,0,3051316,0,0,0,31455998,0,0,0,0,1170795,4847161,0,45259133,-11447337,62724426,0,0,0,51277089,"2930660","2640","St. Louis County","UNIVERSITY CITY"
"1731","MO","Odessa R-7 School District","35255",2020,0,15685000,0,0,0,279642,17325060,0,0,0,0,341758,10480877,0,18949481,57560,29714556,0,0,0,29772116,"2923100","2030","Lafayette County","ODESSA"
"1732","MO","North St. Francois County R-1 School District","35307",2020,0,15662471,0,196269,19061,0,0,0,0,0,0,1371662,4704623,151956,32939959,2483807,36684393,0,0,0,39168200,"2905430","2901","St. Francois County","BONNE TERRE"
"1733","MO","Nixa Public Schools","35192",2020,0,68152066,0,1370015,0,0,0,0,0,0,708901,3069609,7242902,10024,93514240,-109593,103946368,0,0,0,103836775,"2922530","6476","Christian County","NIXA"
"1734","MO","Republic R-3 School District","35218",2020,0,38403000,0,6938035,0,0,0,0,0,0,1319224,2035664,5904868,382769,46859026,-3364777,58547104,0,0,0,55182327,"2926220","5062","Greene County","REPUBLIC"
"1735","MO","Pemiscot County Special School District","35283",2020,0,1000000,0,68944,0,0,0,0,0,0,6325,2427806,1326947,0,1185265,74873,4865145,0,0,0,4940018,"2923780","0.00000",NA,NA
"1736","MO","Sikeston R-6 School District","35330",2020,0,7796000,0,764655,432017,0,27309243,0,0,0,0,121186,18690393,0,15885658,-1420276,36117513,0,9122,0,34697237,"2928260","3438","Scott County","SIKESTON"
"1737","MO","Pleasant Hope R-6 School District","45452",2020,0,1385000,0,32899,0,0,6286908,0,0,0,99287,479375,2041469,0,6281814,-21034,8823692,0,0,0,8802658,"2925350","791","Polk County","PLEASANT HOPE"
"1738","MO","New Madrid County R-1 School District","35275",2020,0,1817536,0,889750,0,0,0,0,0,0,115889,331828,3796076,0,15156223,7538,19276589,0,0,0,19284127,"2900004","1361","New Madrid County","NEW MADRID"
"1739","MO","Raytown C-2 School District","35238",2020,0,86985000,0,88203,0,0,0,0,0,0,0,4348526,17960451,617171,98739702,-16702611,138368461,0,0,0,121665850,"2926070","8552","Jackson County","RAYTOWN"
"1740","MO","Pleasant Hill R-3 School District","47241",2020,0,16700000,0,0,0,0,0,0,0,0,0,1200233,1641682,115200,20706722,-4706297,28370134,0,0,0,23663837,"2925330","2248","Cass County","PLEASANT HILL"
"1741","MO","Ritenour School District","35319",2020,2529470,42980000,2529470,3534517,0,0,56811111,0,0,0,0,1141947,18915259,0,69607226,5157790,84506641,0,0,0,89664432,"2926640","6544","St. Louis County","ST LOUIS"
"1742","MO","Plato R-5 School District","99096",2020,0,0,0,708556,0,0,0,0,0,0,111023,232852,1063730,0,4139018,202763,5232837,0,0,0,5435600,"2925210","554","Texas County","PLATO"
"1743","MO","Raymore-Peculiar R-2 School District","41312",2020,47320000,42570000,0,4750000,0,0,0,0,0,0,0,3161899,7339545,101515,68111720,3841402,74873277,0,0,0,78714679,"2923730","6460","Cass County","PECULIAR"
"1744","MO","Neelyville R-4 School District","35179",2020,0,0,0,497670,0,0,0,0,0,0,0,208220,1199835,0,4768242,92010,6084287,0,0,0,6176297,"2921750","638","Butler County","NEELYVILLE"
"1745","MO","School District of Jennings","47593",2020,2045670,11575000,2045670,700180,0,0,0,0,0,0,0,466579,10077418,0,24978153,173251,35348899,0,0,0,35522150,"2916290","2509","St. Louis County","JENNINGS"
"1746","MO","Sparta R-3 School District","65148",2020,0,4059000,0,5520000,0,0,0,0,0,0,0,291108,1051076,1098048,6845405,-1460768,10746405,0,0,0,9285637,"2928740","722","Christian County","SPARTA"
"1747","MO","Senath-Hornersville School District No. C-8","35211",2020,0,0,0,61656,0,0,0,0,0,0,21851,6758,2220284,0,6331409,808271,7750180,0,0,0,8558451,"2927870","756","Dunklin County","SENATH"
"1748","MO","Rockwood R-VI School District","35312",2020,520807256,212475283,22178082,8494614,0,0,213531715,0,54539929,0,6170769,21459904,12705828,0,260090000,-19544454,313800186,0,0,0,294255732,"2926850","21216","St. Louis County","EUREKA"
"1749","MO","Salem R-80 School District","35205",2020,0,3470000,0,0,253153,0,0,0,0,0,0,2280442,2864447,0,8855551,-148473,14148912,0,0,0,14000440,"2927090","1465","Dent County","SALEM"
"1750","MO","Richland R-4 School District","45063",2020,0,0,0,11699,0,0,0,0,0,0,0,214833,1240078,4714,4303385,67127,5695883,0,0,0,5763010,"2926430","523","Pulaski County","RICHLAND"
"1751","MO","Mt. Vernon R-5 School District","35257",2020,0,5265000,0,0,0,0,0,0,0,0,99610,659670,2020826,12464,11897523,203278,14387205,0,0,0,14590483,"2921600","1474","Lawrence County","MT VERNON"
"1752","MO","North Kansas City School District No. 74","41399",2020,538222930,238926849,34525037,21991865,0,0,198465967,0,23733473,0,1623641,9958537,27170594,94686,257925955,1681247,293468525,0,0,0,295149772,"2922800","20342","Clay County","KANSAS CITY"
"1753","MO","Sarcoxie R-2 School District","47385",2020,0,560000,0,0,0,0,0,0,0,0,204850,244245,1872658,8198,6630608,-79075,8834784,0,0,0,8755709,"2927540","747","Jasper County","SARCOXIE"
"1754","MO","Perry County School District No. 32","35284",2020,0,0,0,25332233,0,0,18520028,0,0,0,12513,1156180,9680572,0,17481278,-1454716,29772746,0,0,0,28318030,"2924530","2203","Perry County","PERRYVILLE"
"1755","MO","School District of Washington","35215",2020,135547447,78890084,4307575,6905000,0,0,36935322,0,3853195,0,4656271,2205932,7618304,0,46067543,-927142,56818921,0,0,0,55891779,"2931110","4053","Franklin County","WASHINGTON"
"1756","MO","Reorganized School District No.1 of Moniteau County","44696",2020,0,5870000,0,1000000,0,0,0,0,0,0,141728,1051262,1924332,48532,15319577,-550425,18894127,0,0,0,18343703,"2906510","1401","Moniteau County","CALIFORNIA"
"1757","MO","Potosi R-III School District","35346",2020,0,5650000,0,1785000,0,0,0,0,0,0,233165,306880,2976984,0,19184633,-2991435,25459932,0,0,0,22468497,"2925500","2033","Washington County","Potosi"
"1758","MO","School of the Osage School District","35269",2020,0,65075000,0,351044,0,0,0,0,0,0,0,430387,2853128,52783,23085153,-12163550,38585000,0,0,0,26421451,"2927630","2069","Miller County","LAKE OZARK"
"1759","MO","Sedalia School District No. 200","35285",2020,49344,0,49344,21380000,0,0,0,0,0,0,637790,916882,9496241,0,43685624,-2734253,56833000,0,0,0,54098747,"2927830","5141","Pettis County","SEDALIA"
"1760","MO","Puxico R-8 School District","46034",2020,0,945000,0,1720000,0,0,0,0,0,0,0,204135,1446433,0,6295570,148058,7798080,0,0,0,7946138,"2925650","788","Stoddard County","PUXICO"
"1761","MO","Orchard Farm R-V School District","35303",2020,0,40780000,0,203808,0,0,0,0,0,0,0,1567022,3495813,0,27918728,-2241854,35223417,0,0,0,32981563,"2923160","2132","St. Charles County","Saint Charles"
"1762","MO","Normandy Schools Collaborative","35316",2020,475591,33370000,475591,1388434,1948388,0,0,0,0,0,0,143386,8298859,0,44862049,-6093413,59397707,0,0,0,53304294,"2922650","3096","St. Louis County","ST LOUIS"
"1763","MO","Smithville R-2 School District","47182",2020,0,30669000,0,0,0,0,0,0,0,0,0,1089199,2587414,34074,28435522,-5826622,37972831,0,0,0,32146209,"2928410","2675","Clay County","SMITHVILLE"
"1764","MO","Montgomery County R-2 School District","282428",2020,0,13500000,0,0,0,0,9060085,0,0,0,0,616909,2326409,0,19465325,-20392,22429036,0,0,0,22408644,"2921330","1220","Montgomery County","MONTGOMERY CITY"
"1765","MO","Special School District of St. Louis County","41861",2020,508299893,32349360,41727298,270385,0,0,352626463,0,70687582,0,5368260,14065111,91169688,170225,370827886,-764532,476997442,0,0,0,476232910,"2926760","4098","St. Louis County","TOWN & COUNTRY"
"1766","MO","Park Hill School District","35291",2020,0,161540000,0,0,0,0,114614769,0,0,0,0,8138417,14354783,0,153860494,-50316448,226670142,0,0,0,176353694,"2923550","12138","Platte County","KANSAS CITY"
"1767","MO","Southern Boone County R-1 School District","47265",2020,7324,18455000,7324,7084932,0,0,0,0,0,0,0,757297,1499389,0,18673055,-4677414,25607155,0,0,0,20929741,"2928560","1806","Boone County","ASHLAND"
"1768","MO","Stockton R-1 School District","54032",2020,3980442,4100000,-119558,0,0,0,0,0,0,0,0,3396421,2353517,0,8957174,1280608,13426504,0,0,0,14707112,"2929520","1034","Cedar County","STOCKTON"
"1769","MS","Jackson Public School District","35016",2020,642587833,197076878,16836740,4358960,0,14615000,380045022,0,27659284,0,1995949,2053416,52981706,0,211466630,-2809937,269311689,0,0,0,266501752,"2802190","22510","Hinds County","JACKSON"
"1770","MO","Sullivan C-2 School District","35213",2020,0,12410000,0,705000,0,0,0,0,0,0,402170,1722920,2902286,60039,25905538,-1335459,31926242,0,0,0,30590783,"2929760","2140","Franklin County","SULLIVAN"
"1771","MO","Union R-11 School District","35214",2020,0,47830000,0,827569,0,0,25003456,0,0,0,0,1186954,5085170,2136825,52231071,-9605017,70245037,0,0,0,60640020,"2930570","3273","Franklin County","UNION"
"1772","MO","Webb City R-7 School District","35243",2020,0,26040000,0,240337,0,1800000,0,0,0,0,819444,1048914,5884032,3356,36641894,-1110121,44688317,0,47816,0,43578196,"2931500","4613","Jasper County","WEBB CITY"
"1773","MS","Choctaw County School District","34993",2020,29257767,0,1918411,179507,0,507070,24707573,0,1717742,0,227464,934731,2234353,0,18604638,3193914,18579808,0,0,0,21773722,"2800990","1278","Choctaw County","ACKERMAN"
"1774","MO","Strafford R-6 School District","35220",2020,0,19550000,0,18104,0,0,0,0,0,0,428160,794220,1343731,0,12619031,-1333538,16090520,0,0,0,14756982,"2929640","1268","Greene County","STRAFFORD"
"1775","MS","Corinth School District","34984",2020,54097704,15753170,602179,1218046,0,1825948,32434671,0,2072389,0,191301,413648,5659489,0,18773378,-367186,25213701,0,0,0,24846515,"2801260","2678","Alcorn County","Corinth"
"1776","MO","Saint Joseph School District","35177",2020,0,34310000,0,2339193,0,0,0,0,0,0,0,3188084,17619859,0,112162981,-991795,133962719,0,0,0,132970924,"2927060","10946","Buchanan County","ST JOSEPH"
"1777","MO","Warren County R-3 School District","282453",2020,0,24830000,0,1162447,0,0,0,0,0,0,0,802166,17704546,4402,24264400,-1372951,44148465,0,0,0,42775514,"2931050","3110","Warren County","WARRENTON"
"1778","MO","Van Buren R-1 School District","35188",2020,0,79324,0,23257,0,70000,0,0,0,0,0,237945,1340819,156613,4222888,304792,5653473,0,0,0,5958265,"2930750","498","Carter County","VAN BUREN"
"1779","MO","Winona R-3 School District","35331",2020,0,0,0,59507,187678,0,0,0,0,0,0,73372,1424295,95197,3437969,224398,4806435,0,0,0,5030833,"2932220","452","Shannon County","WINONA"
"1780","MS","Calhoun County School District","34990",2020,38038869,0,984854,0,0,1270000,33119000,0,2471686,0,193329,663010,4756431,0,17407681,-1418854,24245976,0,0,0,22827122,"2800870","2381","Calhoun County","PITTSBORO"
"1781","MO","Waynesville R-6 School District","35296",2020,0,0,0,11625000,0,0,0,0,0,0,0,2457554,22264197,8550339,49816765,-2612375,85701230,0,0,0,83088855,"2931440","6151","Pulaski County","WAYNESVILLE"
"1782","MS","Hattiesburg Public School District","35003",2020,102085389,27665000,4813790,0,0,1870000,63199691,0,4115437,0,421471,421226,11384033,41595,39774665,9211002,42410517,0,0,0,51621519,"2801800","3852","Forrest County","HATTIESBURG"
"1783","MS","Grenada School District","35009",2020,63437984,2000000,102563,0,0,0,56850044,0,4262144,0,223233,937282,8106261,0,29807930,-2805799,41657272,0,0,0,38851473,"2801680","4012","Grenada County","GRENADA"
"1784","MS","Franklin County School District","35006",2020,23298137,0,110187,0,0,0,21676829,0,1407745,0,103376,399917,2646222,0,11377246,-737929,15161314,0,0,0,14423385,"2801530","1289","Franklin County","Meadville"
"1785","MO","Windsor C-1 School District","35248",2020,0,28815000,0,1268341,168123,0,0,0,0,0,0,1157416,12819644,221875,27678099,-1974496,43851530,0,0,0,41877034,"2932100","3040","Jefferson County","IMPERIAL"
"1786","MO","Wentzville R-4 School District","35305",2020,5997388,331897885,5997388,4902000,0,0,158684661,0,0,0,0,7853521,94589009,3073831,131975473,-74911420,312403254,0,0,0,237491834,"2931650","17736","St. Charles County","WENTZVILLE"
"1787","MS","Enterprise School District","45132",2020,17821863,2000000,160857,0,0,0,13059753,0,860466,0,78787,444146,1260305,0,7844773,-266864,9816088,0,0,0,9549224,"2801440","937","Clarke County","Enterprise"
"1788","MO","St. Clair R-13 School District","35212",2020,0,1330000,0,716782,0,0,0,0,0,0,0,3618306,3806702,0,18215942,-277820,25918770,0,0,0,25640950,"2929100","2293","Franklin County","ST CLAIR"
"1789","MO","Woodland R-4 School District","35175",2020,1124234,0,0,1124234,0,0,0,0,0,0,0,284785,1473373,0,6689483,-271175,8718816,0,0,0,8447641,"2919350","879","Bollinger County","MARBLE HILL"
"1790","MI","Marlette Community Schools","34638",2020,23776165,4557493,957279,0,0,57886,14941091,0,3193282,0,69134,181749,2891475,0,6538033,7736,9603521,0,0,0,9611257,"2622860","785","Sanilac County","Marlette"
"1791","MI","Madison School District","161618",2020,49481778,2530440,1798074,1647540,0,0,35436177,0,7634058,0,435490,326631,5209909,0,13742852,-2156209,21435601,0,0,0,19279392,"2622320","1637","Lenawee County","ADRIAN"
"1792","MI","Manton Consolidated Schools","64930",2020,29588805,6874300,1308141,38239,90491,221548,17017008,0,3724296,0,260541,174119,2834301,0,8532935,-841816,12383171,0,0,0,11541355,"2622500","955","Wexford County","MANTON"
"1793","MI","Lakeview School District","1091479",2020,174747675,64744313,5925605,0,0,0,79181884,0,16953122,0,63537,1213885,10818941,0,37600422,-3158697,52791945,0,0,0,49633248,"2620850","4096","Calhoun County","BATTLE CREEK"
"1794","MI","L'Anse Creuse Public Schools","34513",2020,585962666,246086807,17589335,0,42536708,0,227876568,0,49112894,0,2561204,5363371,30023719,0,99171475,-6800187,141358752,0,0,0,134558565,"2621870","10144","Macomb County","Clinton Township"
"1795","MI","Sault Ste. Marie Area Public Schools","34383",2020,58435248,7491407,3716582,0,0,0,38161325,0,8324214,0,233641,913599,7610094,0,17095980,245978,25373695,0,0,0,25619673,"2630990","1968","Chippewa County","SAULT SAINTE MARIE"
